,screen_size,screen_resolution,cpu_speed,ram,memory,weight,price,ppi,brand_acer,brand_apple,brand_asus,brand_dell,brand_hp,brand_lenovo,cpu_amd_3,cpu_amd_5,cpu_amd_7,cpu_amd_9,cpu_amd_athlon,cpu_amd_r_series,cpu_apple,cpu_intel_celeron,cpu_intel_i3,cpu_intel_i5,cpu_intel_i7,cpu_intel_i9,cpu_intel_pentium,cpu_mediatek_mt8183,cpu_other,gpu_amd,gpu_apple,gpu_intel,gpu_nvidia,gpu_other,gpu_description_dedicated,gpu_description_integrated,OpSys_mac_os,OpSys_windows,color_black,color_blue,color_gold,color_grey,color_other,color_silver,color_white
544,17.3,3686400,2.5,16.0,1024.0,5.9,1589.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
545,16.0,2073600,3.2,12.0,512.0,4.14,589.0,137.68169813014364,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
546,17.3,3686400,3.2,16.0,1024.0,5.49,1279.0,169.78089942830815,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
547,17.3,2073600,1.1,4.0,64.0,5.34,247.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
548,16.0,2304000,3.9,32.0,2048.0,4.41,1539.9,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
549,15.6,3686400,2.5,32.0,1024.0,5.07,1999.0,188.28266410959816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
550,13.3,2073600,3.8,8.0,256.0,0.56,749.99,165.6321180513006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
551,16.0,1228800,4.4,16.0,2048.0,4.14,799.99,110.92339699089638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
552,14.0,4096000,4.4,8.0,1024.0,3.0,595.0,215.6338544470081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
553,14.0,2073600,4.4,16.0,512.0,3.53,998.99,157.3505121487356,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
554,16.0,2073600,4.4,24.0,1024.0,4.14,728.99,137.68169813014364,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
555,15.6,2073600,1.7,16.0,1024.0,3.75,699.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
556,13.3,2073600,4.0,8.0,512.0,0.01,656.99,165.6321180513006,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
557,17.3,2073600,2.8,16.0,512.0,4.63,659.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
558,15.6,8847360,5.0,32.0,1024.0,5.16,2497.9,296.8358226165243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
559,15.6,2073600,3.6,8.0,512.0,3.5,508.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
560,11.6,1049088,2.8,4.0,64.0,3.6,213.99,135.0942111925629,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
561,16.0,8294400,5.6,64.0,2048.0,12.5,2999.99,275.3633962602873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
562,15.6,2073600,4.6,64.0,2048.0,5.1,1811.83,141.21199808219862,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
563,15.6,2073600,4.0,8.0,256.0,3.3,469.99,141.21199808219862,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
564,16.0,2304000,2.9,32.0,1024.0,3.97,1579.0,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
565,16.0,8294400,5.0,64.0,4096.0,5.29,4955.95,275.3633962602873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
566,17.3,3686400,3.0,32.0,2048.0,6.17,1999.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
567,16.0,1228800,4.4,16.0,512.0,4.14,669.99,110.92339699089638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
568,17.3,3686400,2.5,64.0,4096.0,6.17,2399.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
569,17.3,2073600,3.0,12.0,512.0,5.07,549.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
570,14.0,1049088,1.1,4.0,64.0,3.51,199.0,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
571,15.6,2073600,4.8,8.0,512.0,4.41,908.9,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
572,15.6,2073600,2.8,4.0,64.0,3.59,226.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
573,17.3,2073600,2.1,16.0,1024.0,4.63,899.0,127.33567457123112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
574,17.3,2073600,4.4,16.0,512.0,4.63,509.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
575,15.6,2073600,4.2,20.0,1024.0,3.97,599.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
576,14.0,2073600,3.0,16.0,512.0,3.63,1049.0,157.3505121487356,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
577,17.3,2073600,2.7,16.0,512.0,5.73,839.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
578,14.0,2073600,3.0,16.0,1024.0,3.53,1729.0,157.3505121487356,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
579,14.0,2073600,1.7,8.0,256.0,3.53,349.99,157.3505121487356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
580,14.0,1049088,1.7,16.0,512.0,3.53,399.0,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
581,17.3,1440000,1.0,20.0,512.0,5.07,579.0,106.11306214269258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
582,16.0,2304000,5.4,16.0,1024.0,4.25,1189.0,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
583,14.5,5184000,4.7,8.0,2048.0,3.09,849.99,234.2229798303709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
584,14.5,5184000,4.5,8.0,512.0,3.59,689.94,234.2229798303709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
585,15.6,2073600,4.2,8.0,1024.0,4.17,629.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
586,14.5,5184000,4.7,8.0,512.0,3.48,699.99,234.2229798303709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
587,14.5,5184000,4.7,8.0,1024.0,3.09,799.99,234.2229798303709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
588,16.0,8294400,5.6,16.0,1024.0,10.83,1999.99,275.3633962602873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
589,14.0,2304000,4.1,8.0,128.0,3.97,449.99,161.72539083525606,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
590,15.6,2073600,4.6,32.0,2048.0,5.07,1855.9,141.21199808219862,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
591,11.6,1049088,2.4,4.0,32.0,2.8,298.09,135.0942111925629,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
592,15.6,3686400,3.2,32.0,1024.0,4.63,1279.0,188.28266410959816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
593,14.0,2073600,4.4,16.0,64.0,3.53,1129.9,157.3505121487356,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
594,15.6,2073600,9.0,8.0,1024.0,1.0,849.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
595,14.0,4096000,3.2,16.0,1024.0,3.2,1099.0,215.6338544470081,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
596,15.6,2073600,4.5,8.0,512.0,4.85,919.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
597,17.3,3686400,2.5,64.0,2048.0,5.9,2299.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
598,13.9,7260000,4.7,16.0,1024.0,2.65,1246.96,285.3313959000279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
599,15.6,2073600,4.7,16.0,1024.0,3.97,949.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
600,15.6,2073600,2.6,16.0,1024.0,3.8,999.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
601,11.6,1049088,2.4,4.0,32.0,2.6,191.99,135.0942111925629,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
602,14.0,1049088,2.4,4.0,32.0,2.7,164.0,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
603,15.6,2073600,4.7,32.0,1024.0,7.0,1299.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
604,16.0,2304000,4.7,16.0,1024.0,4.41,1399.9,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
605,17.3,2073600,3.0,32.0,2048.0,6.0,739.0,127.33567457123112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
606,15.6,3686400,3.3,16.0,1024.0,4.57,1219.99,188.28266410959816,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
607,16.0,1228800,4.4,16.0,1024.0,4.14,729.99,110.92339699089638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
608,15.6,2073600,1.8,8.0,512.0,4.19,609.0,141.21199808219862,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
609,17.3,3686400,2.5,32.0,1024.0,5.9,2099.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
610,17.3,3686400,2.5,64.0,2048.0,6.17,2299.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
611,17.3,2073600,4.4,16.0,1024.0,4.63,529.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
612,13.3,2073600,3.3,8.0,256.0,1.72,499.99,165.6321180513006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
613,17.3,2073600,2.6,16.0,512.0,6.28,1488.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
614,15.6,2073600,3.6,8.0,512.0,3.5,519.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
615,14.0,2073600,3.4,8.0,128.0,3.09,269.99,157.3505121487356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
616,15.6,2073600,2.7,16.0,1024.0,4.85,1379.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
617,15.6,2073600,4.7,16.0,512.0,4.41,1139.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
618,16.0,2304000,4.4,12.0,512.0,6.14,569.99,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
619,16.0,4096000,4.9,32.0,2048.0,4.41,1899.0,188.67962264113208,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
620,15.6,4665600,2.9,16.0,1024.0,3.75,1399.0,211.81799712329797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
621,15.6,2073600,4.2,32.0,1024.0,5.07,1179.0,141.21199808219862,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
622,14.0,2073600,4.2,8.0,512.0,2.58,736.99,157.3505121487356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
623,15.6,3686400,2.3,32.0,1024.0,4.41,1299.0,188.28266410959816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
624,17.3,2073600,2.7,16.0,1024.0,5.73,1049.0,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
625,17.3,1440000,4.4,8.0,256.0,6.9,499.99,106.11306214269258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
626,15.6,2073600,4.6,16.0,1024.0,5.07,1299.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
627,17.3,2073600,2.5,8.0,512.0,5.73,804.99,127.33567457123112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
628,15.6,2073600,2.8,4.0,64.0,3.46,258.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
629,15.6,2073600,3.5,32.0,2048.0,4.85,1294.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
630,17.3,3686400,2.5,32.0,1024.0,5.9,1679.0,169.78089942830815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
631,14.0,2073600,3.4,8.0,64.0,3.3,386.98,157.3505121487356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
632,15.6,2073600,4.7,64.0,2048.0,4.85,1499.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
633,16.0,2304000,2.6,16.0,1024.0,4.1,729.0,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
634,14.0,5184000,2.0,16.0,1024.0,2.98,949.99,242.5880862528841,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
635,15.6,2073600,2.3,32.0,512.0,4.85,1149.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
636,13.3,2764800,4.2,8.0,256.0,2.51,744.99,208.90893217217751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
637,15.6,3686400,3.3,40.0,1024.0,4.19,1849.0,188.28266410959816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
638,15.6,2073600,2.4,12.0,256.0,3.97,450.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
639,16.0,1228800,4.4,16.0,512.0,4.14,679.99,110.92339699089638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
640,17.3,2073600,3.0,32.0,1024.0,6.0,939.0,127.33567457123112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
641,15.6,2073600,3.5,32.0,1024.0,4.82,1499.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
642,14.0,1049088,3.0,24.0,1024.0,3.53,499.99,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
643,17.3,2073600,4.5,8.0,1024.0,5.95,1739.0,127.33567457123112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
644,14.0,1049088,1.1,4.0,32.0,2.7,149.99,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
645,16.0,2304000,4.9,32.0,1024.0,5.51,1589.99,141.50971698084905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
646,15.6,2073600,4.7,16.0,1024.0,4.41,1284.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
647,14.0,2073600,2.49,16.0,1024.0,3.04,849.99,157.3505121487356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
648,16.0,2073600,2.8,36.0,2048.0,4.14,759.99,137.68169813014364,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
649,11.6,1049088,1.1,8.0,32.0,3.13,490.21,135.0942111925629,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
650,15.6,2073600,4.7,32.0,2048.0,4.85,1359.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
651,15.6,2073600,4.7,32.0,1024.0,4.92,1459.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
652,14.0,1049088,2.8,64.0,256.0,2.78,319.0,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
653,15.6,2073600,3.5,16.0,512.0,4.41,1109.9,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
654,15.6,4096000,5.4,16.0,1024.0,5.87,989.99,193.5175616832124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
655,16.0,4096000,4.7,32.0,1024.0,5.07,1599.0,188.67962264113208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
656,16.0,4096000,5.4,32.0,2048.0,5.9,3849.0,188.67962264113208,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
657,16.0,2304000,3.6,16.0,1024.0,4.14,714.99,141.50971698084905,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
658,14.5,5184000,5.4,32.0,1024.0,9.53,2218.97,234.2229798303709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
659,15.6,2073600,4.3,8.0,1024.0,4.19,799.0,141.21199808219862,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
660,14.0,2304000,2.4,8.0,256.0,4.08,439.99,161.72539083525606,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
661,15.6,2073600,2.9,32.0,1024.0,3.97,1309.0,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
662,17.3,1049088,3.9,24.0,1024.0,5.07,849.0,90.58340172449304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
663,15.6,2073600,2.4,4.0,64.0,3.97,129.99,141.21199808219862,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
664,14.0,1049088,1.1,4.0,64.0,3.51,169.0,111.93520355955212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
