brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Dell,Dell,11 Inches,1366 x 768 pixels,celeron,2.4 GHz,4 GB,16 GB,"Intel GMA 3150, Intel GMA X3100",Integrated,Chrome OS,,Black,436 ratings,3.9,$66.99 ,https://www.amazon.com/Dell-Chromebook-Computer-Touchscreen-Renewed/dp/B0CKKRWH2P/ref=sr_1_1
Dell,DELL 3520,15.6 Inches,1920 x 1080 pixels,apple_ci5,2.4 hertz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.74 pounds,Black,,,$619.00 ,https://www.amazon.com/Inspiron-Business-1920x1080-i5-1135G7-Bluetooth/dp/B0CDSHGCX6/ref=sr_1_408
Dell,Alienware m18 Laptop,18 Inches,2560 x 1600 pixels,core_i9,4 GHz,64 GB,4000 GB,NVIDIA GeForce RTX 4090,Nvidia GeForce RTX 4090,Windows 11 Home,8 pounds,Dark Metallic Moon,,,"$5,215.99 ",https://www.amazon.com/Dell-Alienware-m18-Gaming-Laptop/dp/B0CKGY3TG3/ref=sr_1_360
Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,2560 x 1600 pixels,amd_ryzen_7,2.5 GHz,64 GB,4000 GB,AMD Radeon RTX 4090,Nvidia GeForce RTX 4090,Windows 11 Pro,8 pounds,Black,,,"$3,769.99 ",https://www.amazon.com/Dell-Alienware-m18-Ryzen-Laptop/dp/B0CKK574YG/ref=sr_1_312
DELL,Dell Latitude 7420,14 Inches,1920 x 1080 pixels,apple_ci7,2.8 GHz,32 GB,512 GB,i7-1185G7,Integrated,Windows 11,5.41 pounds,,1 rating,5,$638.00 ,https://www.amazon.com/Dell-Latitude-7420-Touchscreen-Pro-Carbon/dp/B0CDBXNQZV/ref=sr_1_264
Dell,E6430,14 Inches,1366x768,Core_i7_3520M,2.9 GHz,16 GB,240 GB,Intel HD Graphics 3000,Integrated,Windows 10,4 pounds,Grey,312 ratings,3.8,$172.68 ,https://www.amazon.com/Dell-E6430-Processor-Professional-Refurbished/dp/B06Y1FJNYP/ref=sr_1_288
Dell,Dell Latitude E5570,15.6 Inches,,Core i7,,16 GB,512 GB,,Integrated,Windows 10 Pro,,,11 ratings,4.1,$263.04 ,https://www.amazon.com/Dell-Latitude-i7-6600U-Certified-Refurbished/dp/B081QTT35J/ref=sr_1_384
Dell,Latitude 9000,14 Inches,1920 x 1200 pixels,core_i7,1.1 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Iris Xe Graphics,Windows 10 Pro,5.52 pounds,Graphite,,,"$1,017.64 ",https://www.amazon.com/Dell-Latitude-9430-Notebook-Board/dp/B0B795SYB3/ref=sr_1_216
Dell,G15,15.6 Inches,1920 x 1080 pixels,ryzen_7_5800h,3.2 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Integrated,Windows 10,5.39 pounds,Phantom Grey,40 ratings,4.4,$999.99 ,https://www.amazon.com/Dell-G15-Display-Processor-Keyboard/dp/B09L2S4W7P/ref=sr_1_72
Dell,Dell Latitude,12.5 Inches,1366 x 768 pixels,core_i5,2 GHz,8 GB,256 GB,Intel Integrated Graphics,Integrated,Windows 10 Pro,3 pounds,Black,117 ratings,4,$189.95 ,https://www.amazon.com/Dell-Latitude-E7240-Professional-Refurbished/dp/B07B2S88X5/ref=sr_1_168
Dell,Dell Inspiron Laptop,15.6 Inches,1920 x 1080 pixels,core_i7,5 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.64 pounds,Black,20 ratings,4.5,$939.99 ,https://www.amazon.com/Dell-Inspiron-Laptop-Touchscreen-Processor/dp/B0CJJ6R98Y/ref=sr_1_840
DELL,Inspiron,16 Inches,3840 x 2160 pixels,apple_ci7,1 GHz,64 GB,1000 GB,Nvidia,Dedicated,Windows 11,4.43 pounds,I7-12700H,,,"$1,299.99 ",https://www.amazon.com/DELL-Upgraded-Inspiron-16-Plus/dp/B0CG8Z3H1N/ref=sr_1_95
Dell,Inspiron,15.6 Inches,1920 x 1080 pixels,intel_core_i5_1135g7,2.4 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 10,3.9 pounds,Black,298 ratings,4.2,$525.00 ,https://www.amazon.com/Dell-Inspiron-i5-1135G7-Quad-Core-Processor/dp/B081FDK94Y/ref=sr_1_120
Dell,Dell Latitude,15.6 Inches,1920 x 1080,core_i5_8250u,1.6 GHz,8 GB,256 GB,"Intel HD Graphics 620, Intel UHD Graphics 620",Integrated,Windows 10 Pro,4 pounds,Black,22 ratings,4.1,$215.89 ,https://www.amazon.com/Dell-Latitude-5000-5500-Notebook/dp/B07YLYH2BJ/ref=sr_1_94
Dell,Dell Latitude,14 Inches,1366 x 768 pixels,core_i5,1.9 GHz,8 GB,500 GB,Intel HD Graphics 3000,Integrated,Windows 10 Home,4.37 pounds,Black,448 ratings,3.8,$147.47 ,https://www.amazon.com/Dell-Latitude-E5440-14in-Notebook/dp/B071X5CVWP/ref=sr_1_96
Dell,Dell Latitude E7450,14 Inches,,Intel Core i5,,8 GB,256 GB,,"Integrated, Dedicated",Windows 10 Pro,,Black,609 ratings,4,$140.00 ,https://www.amazon.com/Dell-Latitude-E7450-Performance-Refurbished/dp/B076DKFYF9/ref=sr_1_91
Dell,Dell 5590,15.6 Inches,1366 x 768 pixels,core_i7_8650u,1.7 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,3.12 pounds,,123 ratings,4.3,$305.98 ,https://www.amazon.com/Dell-Latitude-5590-Professional-Refurbished/dp/B07H6LXXDV/ref=sr_1_92
Dell,Dell Latitude E5470,14 Inches,1366x768,core_i5_family,2.4 GHz,8 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,3.9 pounds,Black,"1,644 ratings",4.1,$151.00 ,https://www.amazon.com/Dell-Latitude-E5470-Certified-Refurbished/dp/B07D5N1PFY/ref=sr_1_89
Dell,Dell Precision,15.6 Inches,1920 x 1080 pixels,core_i7_8750h,2.6 GHz,32 GB,256 GB,Nvidia Graphics,Dedicated,Windows 10 Pro,3.88 pounds,,65 ratings,3.7,$498.95 ,https://www.amazon.com/Dell-Precision-Notebook-Computer-i7-8850H/dp/B08FP1RDHH/ref=sr_1_80
Dell,Dell Latitude,13.3 Inches,,Core i3,,4 GB,128 GB,,Integrated,Windows 10 Pro,,Grey Black,56 ratings,4,$129.99 ,https://www.amazon.com/Dell-Latitude-business-Display-i3-6006U/dp/B07KLYBVYJ/ref=sr_1_81
Dell,Dell Inspiron 15 3535,15.6 Inches,1920 x 1080 pixels,ryzen_5,2 GHz,16 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11 Pro,3.6 pounds,Black,,,$449.00 ,https://www.amazon.com/Dell-Anti-Glare-Processor-ExpressCharge-Win11Prpo/dp/B0CL6L3WBV/ref=sr_1_84
Dell,Dell Latitude,12.5 Inches,,core_i5,2.3 GHz,8 GB,256 GB,Intel HD Graphics 620,Integrated,Windows 10 Pro,2.79 pounds,Black,180 ratings,4,$142.50 ,https://www.amazon.com/Dell-Latitude-12-7280-Notebook/dp/B06WV7MSM9/ref=sr_1_82
Dell,Dell Latitude 3410,14 Inches,,Celeron 5205U,,8 GB,256 GB,,Integrated,Windows 10 Pro,,Black,318 ratings,4.2,$175.00 ,https://www.amazon.com/Dell-Latitude-3410-Business-Processor/dp/B0CHMMSD1H/ref=sr_1_79
Dell,Dell Latitude,15.6 Inches,1366 x 768 pixels,core_i5,2.2 GHz,8 GB,500 GB,Intel,Integrated,Windows 10 Pro,5.59 pounds,,30 ratings,4,$169.99 ,https://www.amazon.com/Dell-Latitude-i5-5200U-Certified-Refurbished/dp/B07HCPKPVM/ref=sr_1_78
Dell,Dell Latitude 7400 Laptop,14 Inches,1920 x 1080 pixels,apple_ci7,1.9 GHz,16 GB,256 GB,I7-8665U,Integrated,Windows 10 Pro,4.44 pounds,,120 ratings,4.2,$300.54 ,https://www.amazon.com/Dell-Latitude-7400-Business-i7-8665U/dp/B0C7MMH367/ref=sr_1_83
Dell,Dell Latitude,15.6 Inches,1366 x 768 pixels,core_i7,2.9 GHz,8 GB,512 GB,,Integrated,Windows 10,5.2 pounds,grey,71 ratings,3.5,$286.96 ,https://www.amazon.com/Dell-Latitude-E6530-Bit-Multi-Language-Suppport/dp/B07TCJ4MBR/ref=sr_1_76
Dell,Latitude 7320,13.3 Inches,1920 x 1080 pixels,core_i5,2.6 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.09 pounds,Silver,6 ratings,3.7,$799.99 ,https://www.amazon.com/Dell-Latitude-7320-i5-1145G7-Thunderbolt/dp/B0C4643SP2/ref=sr_1_74
Dell,G15,15.6 Inches,1920 x 1080 pixels,ryzen_7_5800h,3.2 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Integrated,Windows 10,5.39 pounds,Phantom Grey,40 ratings,4.4,$999.99 ,https://www.amazon.com/Dell-G15-Display-Processor-Keyboard/dp/B09L2S4W7P/ref=sr_1_73
Dell,Dell Latitude,14 Inches,1366 x 768 pixels,core_i5,3.4 GHz,8 GB,500 GB,Intel,Integrated,Windows 10 Pro,8 pounds,,1 rating,4,$189.00 ,https://www.amazon.com/Dell-Latitude-5490-Laptop-14/dp/B08T7WBXV9/ref=sr_1_839
Dell,Dell Latitude,14 Inches,,Intel Core i5,,16 GB,256 GB,,Integrated,Windows 10 Home,,,3 ratings,4.5,$194.98 ,https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07CFPHY79/ref=sr_1_837
Dell,DELL Latitude 5300,13.3 Inches,1366x768,core_i5_8250u,2.9 GHz,16 GB,512 GB,Intel Integrated Graphics,Integrated,Windows 10 Pro,4.34 pounds,,8 ratings,4.4,$219.99 ,https://www.amazon.com/Dell-Latitude-i5-8365U-Notebook-Windows/dp/B0C1SHW84C/ref=sr_1_835
Dell,,14 Inches,1920 x 1080 pixels,apple_ci5,3 GHz,32 GB,512 GB,Intel Integrated Graphics,Integrated,Windows 10 Pro,3.88 pounds,,37 ratings,4.2,$252.67 ,https://www.amazon.com/Dell-Latitude-7480-DisplayPort-Bluetooth/dp/B08CNMPJGZ/ref=sr_1_75
Dell,XPS-9370,13.3 Inches,2560 x 1600 pixels,core_i7,2.6 GHz,8 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10,2.9 pounds,Silver,,,$429.99 ,https://www.amazon.com/Dell-i7-6600u-1920x1080-Windows-Renewed/dp/B085X3XKLC/ref=sr_1_834
Dell,Dell 5580,15.6 Inches,1920 x 1080 pixels,apple_ci7,2.6 GHz,16 GB,512 GB,Intel,Integrated,Windows 10 Pro,5.49 pounds,Black,,,$264.89 ,https://www.amazon.com/Dell-Latitude-Business-i7-7600U-3-90GHz/dp/B0CJ96JTX3/ref=sr_1_836
DELL,Dell Latitude 5480,14 Inches,5120 x 2880,core_i5,2.3 GHz,8 GB,512 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,5 pounds,,4 ratings,4.6,$202.42 ,https://www.amazon.com/Dell-Latitude-i5-6200U-Certified-Refurbished/dp/B081QV55KC/ref=sr_1_833
Dell,Dell Inspiron 15 3535 Laptop,15.6 Inches,1920 x 1080 pixels,ryzen_5,4.5 GHz,16 GB,512 GB,AMD Radeon,Integrated,Windows 11 Home,3.59 pounds,Black,"1,016 ratings",4.5,$609.99 ,https://www.amazon.com/Dell-Inspiron-15-3535-Laptop/dp/B0CL9G2SDD/ref=sr_1_830
Dell,Latitude 5500,15.6 Inches,1920 x 1080 pixels,core_i7,1.9 GHz,16 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10 Pro,4.03 pounds,,,,$500.00 ,https://www.amazon.com/Dell-Latitude-Business-i7-8665U-Renewed/dp/B083JJ9J4H/ref=sr_1_829
Dell,Vostro,16 Inches,,Core i7 Family,,64 GB,1 TB,,Integrated,Windows 11 Pro,,Silver,27 ratings,4.4,$806.47 ,https://www.amazon.com/Dell-5620-Business-i7-1260P-Fingerprint/dp/B0B43536LJ/ref=sr_1_826
Dell,Dell Latitude 5300,13.3 Inches,1920 x 1080 pixels,core_i5_8365u,4.1 GHz,16 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,4.09 pounds,,2 ratings,4,$285.00 ,https://www.amazon.com/Dell-Latitude-Toucsreen-Notebook-Bluetooth/dp/B0C338CSFL/ref=sr_1_832
Dell,Precision 5540 Laptop,15.6 Inches,1920 x 1080 pixels,core_i9,2.3 GHz,32 GB,1000 GB,NVIDIA,Nvidia Quadro T2000,Windows 10 Pro,3.93 pounds,Silver,2 ratings,5,$899.96 ,https://www.amazon.com/2019-Dell-Precision-5540-Laptop/dp/B096SPSD9K/ref=sr_1_823
Dell,Dell Latitude 5580,15 Inches,1920 x 1080 pixels,apple_ci5,2.5 GHz,16 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10 Pro,5 pounds,Black,,,$279.99 ,https://www.amazon.com/Dell-Latitude-5580-Processor-Thunderbolt/dp/B0BGYSV1DQ/ref=sr_1_824
Dell,Inspiron 5620 Laptop,16 Inches,1920 x 1200 pixels,core_i5,3.3 GHz,16 GB,512 GB,Intel Integrated Graphics,Integrated,Windows 11 Home,4.12 pounds,"Gray, Platinum Silver",,,$650.49 ,https://www.amazon.com/Dell-Inspiron-5620-Laptop-Core/dp/B0BHRFZGHD/ref=sr_1_820
Dell,Dell Latitude,15.6 Inches,,Core i5 4300U,,8 GB,240 GB,,Integrated,Windows 10 Pro,,Black,229 ratings,3.8,$202.88 ,https://www.amazon.com/Dell-Latitude-E5540-i5-4300U-WIN10P64/dp/B079T3B8SV/ref=sr_1_819
Dell,Dell Precision 7730,17.3 Inches,,Core i7 Family,,16 GB,512 GB,,Dedicated,Windows 10,,16GB RAM,11 ratings,3.6,$348.00 ,https://www.amazon.com/Dell-Precision-Workstation-i7-8850H-Hexa-core/dp/B07PQSV6WX/ref=sr_1_817
Dell,Dell-5500,15.6 Inches,1920 x 1080 pixels,apple_ci5,1.6 GHz,16 GB,512 GB,Intel,Integrated,Windows 10 Pro,3.88 pounds,,57 ratings,3.8,$248.00 ,https://www.amazon.com/Dell-Latitude-5500-Laptop-15-6/dp/B095LR4CGZ/ref=sr_1_118
DELL,Latitude 7210 2in1,12.3 Inches,1920 x 1080 pixels,apple_ci7,1.8 GHz,16 GB,512 GB,,Integrated,Windows 10 Pro,2 pounds,Silver,,,$459.90 ,https://www.amazon.com/DELL-Latitude-7210-2in1-Touchscreen/dp/B0CLGQCM92/ref=sr_1_114
Dell,Dell Vostro 7620,16 Inches,1920 x 1200 pixels,core_i7_12700h,4.7 GHz,24 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Pro,4.32 pounds,Black,33 ratings,4.1,"$1,179.99 ",https://www.amazon.com/Dell-Vostro-7620-i7-12700H-Processor/dp/B0CJFJL8Q3/ref=sr_1_113
Dell,N3350,11.6 Inches,,Pentium N4200,,4 GB,128 GB,,Integrated,Windows 10 Pro 64-bit,,Black,356 ratings,4,$129.99 ,https://www.amazon.com/Latitude-Pentium-Graphics-Touchscreen-Convertible/dp/B07QD2HSCF/ref=sr_1_115
Dell,Dell XPS,13.3 Inches,3840 x 2160 pixels,core_i5_8250u,1.6 GHz,8 GB,256 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,4.79 pounds,Platinum Silver,5 ratings,2.5,$404.69 ,https://www.amazon.com/Dell-XPS-13-13-3-inch-Touchscreen/dp/B09NCLMLR6/ref=sr_1_116
Dell,Inspiron 15 3000,15.6 Inches,1920 x 1080 pixels,ryzen_5,2.1 GHz,16 GB,1 TB,AMD Radeon Vega 8,Dedicated,Windows 10 Home,4.04 pounds,Black,3 ratings,3.5,$547.99 ,https://www.amazon.com/Dell-Inspiron-15-3000-Touchscreen/dp/B0C9VVLTSM/ref=sr_1_112
Dell,Latitude,14 Inches,1920x1080,apple_ci5,1.3 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.37 pounds,,2 ratings,5,$889.00 ,https://www.amazon.com/Dell-Latitude-5430-i7-1195G7-Bluetooth/dp/B0C9MC4LXQ/ref=sr_1_111
Dell,Inspiron 15 3511,15.6 Inches,,Core i3 Family,,8 GB,256 GB,,Intel UHD Graphics with shared graphics memory,Windows 11 Home,,Black,304 ratings,4,$419.00 ,https://www.amazon.com/Dell-Inspiron-3511-Non-Touch-Laptop/dp/B09GYN91J9/ref=sr_1_117
Dell,Inspiron,15.6 Inches,,Core i5 Family,,16 GB,512 GB,,Integrated,Windows 11 Home,,Black,137 ratings,4.1,$535.00 ,https://www.amazon.com/Dell-Inspiron-Touchscreen-i5-1135G7-Windows/dp/B0B6WRGDPL/ref=sr_1_110
Dell,Dell Inspiron,15.6 Inches,1920 x 1080 pixels,core_i5,4.2 GHz,32 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Home,3.65 pounds,Carbon Black,28 ratings,4.2,$692.99 ,https://www.amazon.com/Dell-Inspiron-Touchscreen-i5-1135G7-i7-1065G7/dp/B0CC2BVH9S/ref=sr_1_109
Dell,G15 5520,15.6 Inches,1920 x 1080 pixels,core_i7_family,3.6 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3060,Dedicated,Windows 11 Pro,5.55 pounds,Black,,,"$1,299.00 ",https://www.amazon.com/Dell-G15-i7-12700H-Thunderbolt-Keyboard/dp/B0C6XXTFSF/ref=sr_1_838
Dell,Chromebook 11,11.6 Inches,,Unknown,,16 GB,16 GB,,Integrated,Chrome OS,,Black,571 ratings,3.9,$70.00 ,https://www.amazon.com/Dell-11-3120-Celeron-Certified-Refurbished/dp/B06XSXFRV4/ref=sr_1_108
Dell,Inspiron 14 5425,14 Inches,1920 x 1200 pixels,ryzen_7,4.5 GHz,8 GB,512 GB,AMD Radeon,Integrated,Windows 11 Pro,3.4 pounds,Platinum Silver,28 ratings,4.1,$549.00 ,https://www.amazon.com/Dell-Inspiron-5425-Laptop-14-inch/dp/B0B45BV4L3/ref=sr_1_105
Dell,Dell Inspiron 14,14 Inches,2240 x 1400 pixels,core_i5,4.4 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Home,3.4 pounds,Silver,98 ratings,4.3,$728.99 ,https://www.amazon.com/Dell-Inspiron-14-Processor-Bluetooth/dp/B0CGHPCY88/ref=sr_1_107
Dell,7000,14 Inches,,Core i7 6600U,,32 GB,1 TB,,Integrated,Windows 10 Pro,,,12 ratings,3.5,$309.99 ,https://www.amazon.com/Dell-Latitude-E7470-Windows-Renewed/dp/B08WJJFPXX/ref=sr_1_104
Dell,Latitude 7490,14 Inches,1920 x 1080 pixels,core_i7_8650u,1.9 GHz,16 GB,512 GB,Intel,Integrated,Windows 10 Pro,3.1 pounds,Black,701 ratings,4.2,$271.95 ,https://www.amazon.com/Dell-Latitude-i7-8650U-Certified-Refurbished/dp/B07D5FRTLV/ref=sr_1_103
DELL,Inspiron,16 Inches,3840 x 2160 pixels,apple_ci7,1 GHz,64 GB,1000 GB,Nvidia,Dedicated,Windows 11,4.43 pounds,I7-12700H,,,"$1,299.99 ",https://www.amazon.com/DELL-Upgraded-Inspiron-16-Plus/dp/B0CG8Z3H1N/ref=sr_1_102
Dell,Dell Latitude E7450,14 Inches,,Intel Core i5,,8 GB,256 GB,,"Integrated, Dedicated",Windows 10 Pro,,Black,609 ratings,4,$140.00 ,https://www.amazon.com/Dell-Latitude-E7450-Performance-Refurbished/dp/B076DKFYF9/ref=sr_1_100
Dell,Dell Latitude 7400 Laptop,14 Inches,,Intel Core i7,,16 GB,256 GB,,Integrated,Windows 10 Pro,,,120 ratings,4.2,$300.54 ,https://www.amazon.com/Dell-Latitude-7400-Business-i7-8665U/dp/B0C7MMH367/ref=sr_1_99
Dell,Dell Latitude,14 Inches,,Core i5,,8 GB,500 GB,,Integrated,Windows 10 Home,,Black,448 ratings,3.8,$147.47 ,https://www.amazon.com/Dell-Latitude-E5440-14in-Notebook/dp/B071X5CVWP/ref=sr_1_98
Dell,Dell Latitude 7280 Laptop,12.5 Inches,1360x768,core_i5,2.4 GHz,16 GB,512 GB,Intel HD Graphics,Integrated,Windows 10 Pro,4.73 pounds,Black,141 ratings,4.1,$182.00 ,https://www.amazon.com/Dell-7280-Non-Touch-Processor-Bluetooth/dp/B098W55C4G/ref=sr_1_106
Dell,Dell 5480,14 Inches,1366 x 768,core_i5,2.6 GHz,8 GB,256 GB,,Integrated,Windows 10 Pro,3.52 pounds,Black,500 ratings,4.3,$155.75 ,https://www.amazon.com/Dell-Latitude-Business-i5-6300U-Keyboard/dp/B07MBR4F43/ref=sr_1_71
Dell,Dell 11.6inch Chromebook,11.6 Inches,1366 x 768 pixels,celeron,1.1 GHz,16 GB,16 GB,Intel,Integrated,Chrome OS,4.44 pounds,grey,"1,088 ratings",3.7,$88.00 ,https://www.amazon.com/Dell-Convertible-Touchscreen-Chromebook-Processor/dp/B09CP1QSR6/ref=sr_1_70
Dell,Dell Latitude,15.6 Inches,1920 x 1080,core_i5_8250u,1.6 GHz,8 GB,256 GB,"Intel HD Graphics 620, Intel UHD Graphics 620",Integrated,Windows 10 Pro,4 pounds,Black,22 ratings,4.1,$215.89 ,https://www.amazon.com/Dell-Latitude-5000-5500-Notebook/dp/B07YLYH2BJ/ref=sr_1_101
Dell,Dell Latitude,13.3 Inches,1920 x 1080 pixels,core_i7_8650u,1.9 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,2.68 pounds,,341 ratings,4.2,$248.00 ,https://www.amazon.com/Dell-Latitude-i7-8650U-Thunderbolt-Renewed/dp/B07JQX3H1D/ref=sr_1_97
Dell,Dell Latitude 7480,14 Inches,1366x768,core_i5_6300u,2.4 GHz,16 GB,256 GB,Intel HD Graphics 620,Integrated,Windows 10 Pro,3 pounds,Black,347 ratings,4,$167.90 ,https://www.amazon.com/Latitude-7480-Anti-Glare-Dual-Core-Bluetooth/dp/B089B6TCQC/ref=sr_1_69
Dell,Dell Latitude,14 Inches,1920 x 1080 pixels,core_i5,2.3 GHz,16 GB,256 GB,Integrated,Integrated,Windows 10 Pro,2.99 pounds,Black,581 ratings,4.1,$169.00 ,https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B076QGDQGW/ref=sr_1_68
Dell,Latitude 5510 Laptop,15.6 Inches,1920x1080 MP,core_i7,1.8 GHz,16 GB,512 GB,Intel,Integrated,Windows 10 Pro,4.01 pounds,Black,,,"$1,127.99 ",https://www.amazon.com/2020-Dell-Latitude-5510-Laptop/dp/B096TWRTSS/ref=sr_1_65
Dell,Latitude E5450,14 Inches,1366 x 768 pixels,core_i5_5300u,2.3 GHz,8 GB,256 GB,Intel HD Graphics 5500,"Integrated, Dedicated",Windows 10 Pro,5.44 pounds,,,,$162.00 ,https://www.amazon.com/Dell-Latitude-Business-i5-5300U-Intel-Bluetooth/dp/B0CJR9R5K5/ref=sr_1_63
Dell,Dell Latitude 3580,15.6 Inches,1920 x 1080 pixels,core_i7,,8 GB,256 GB,,Dedicated,Windows 10 Pro,4.95 pounds,,2 ratings,4.5,$245.99 ,https://www.amazon.com/Dell-Latitude-Professional-Certified-Refurbished/dp/B07MN9HP3L/ref=sr_1_62
Dell,Latitude,14 Inches,1366x768,core_i5_5300u,2.3 GHz,3 GB,120 GB,Intel HD 5500,Integrated,Windows 10,6 pounds,Black,541 ratings,3.9,$138.00 ,https://www.amazon.com/Dell-Latitude-E5450-Certified-Refurbished/dp/B07CTRFHW9/ref=sr_1_64
DELL,Inspiron 15 3530,15.6 Inches,1920 x 1080 pixels,core_i7_family,5 GHz,64 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.64 pounds,Black,2 ratings,5,"$1,089.00 ",https://www.amazon.com/DELL-Inspiron-3530-Touchscreen-i7-1355U/dp/B0CJ1QS78X/ref=sr_1_66
Dell,Inspiron,16 Inches,1920x1200,apple_ci5,1.3 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,4.12 pounds,,,,$779.00 ,https://www.amazon.com/Dell-16-5620-i7-1195G7-Fingerprint/dp/B0CGL9D62K/ref=sr_1_60
Dell,Inspiron,15.6 Inches,1920x1080,apple_ci7,1.7 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.64 pounds,,11 ratings,4.7,$949.00 ,https://www.amazon.com/Dell-Inspiron-15-3530-Touchscreen/dp/B0CB8L491N/ref=sr_1_61
Dell,Latitude 7300,13.3 Inches,1920 x 1080 pixels,core_i7,1.9 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,2.73 pounds,Carbon Fiber,45 ratings,4.4,$420.00 ,https://www.amazon.com/Dell-Latitude-1920x1080-Quad-Core-Thunderbolt/dp/B09JZ6HP94/ref=sr_1_57
Dell,Inspiron,15.6 Inches,1366 x 768 pixels,celeron_n4020,1.1 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Home,3.91 pounds,Black,484 ratings,4.1,$420.00 ,https://www.amazon.com/Dell-Inspiron-Display-Processor-Bluetooth/dp/B0B2KPXKJ7/ref=sr_1_59
Dell,Latitude 5400,,1920 x 1080 pixels,Unknown,4.8 GHz,32 GB,,Integrated,Integrated,Windows 10 Pro,3.26 pounds,,,,$419.00 ,https://www.amazon.com/Dell-Latitude-5400-1920x1080-Touchscreen/dp/B0CB72HPRC/ref=sr_1_53
Dell,7480,14 Inches,1920x1080,core_i5_7200u,2.6 GHz,16 GB,256 GB,Intel HD Graphics 620,Integrated,Windows 10 Home,3.6 pounds,Black,4 ratings,3.7,$247.90 ,https://www.amazon.com/Dell-Latitude-7480-Touchscreen-Windows/dp/B08F9H78SW/ref=sr_1_54
Dell,Dell Latitude,14 Inches,1366 x 768 pixels,core_i7,2.6 GHz,16 GB,512 GB,Intel,Integrated,Windows 10 Pro,3 pounds,Black,618 ratings,4.1,$238.59 ,https://www.amazon.com/Dell-Latitude-7480-FHD-Laptop/dp/B077T4MYJY/ref=sr_1_52
Dell,Inspiron,15.6 Inches,1920x1080,apple_ci7,2.1 GHz,32 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.65 pounds,,2 ratings,5,"$1,009.00 ",https://www.amazon.com/Dell-15-3520-Touchscreen-Bluetooth/dp/B0C2VHF1WG/ref=sr_1_55
Dell,5401,14 Inches,1920 x 1080 pixels,core_i7_family,2.6 GHz,16 GB,512 GB,NVIDIA GeForce MX150,Dedicated,Windows 10 Pro,3.37 pounds,,4 ratings,4.1,$367.93 ,https://www.amazon.com/Dell-Latitude-5401-14-Notebook/dp/B08N5M37XQ/ref=sr_1_142
DELL,Dell G15,15.6 Inches,1920 x 1080 pixels,ryzen_5,3.3 GHz,64 GB,4 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Pro,5.55 pounds,Grey,30 ratings,4.5,"$1,329.00 ",https://www.amazon.com/DELL-G15-GeForce-Backlit-Keyboard/dp/B0C8BKG4C2/ref=sr_1_50
Dell,Latitude 5490,14 Inches,1920 x 1080 pixels,core_i5,2.6 GHz,16 GB,16 GB,Intel,Integrated,Windows 10 Pro,3 pounds,Gray,97 ratings,4.3,$169.99 ,https://www.amazon.com/Dell-Latitude-5490-Business-Laptop/dp/B08WYCV1YG/ref=sr_1_143
