brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Apple,MF839LL/A,13.3 Inches,2560 x 1600 pixels,Core i7-5557U,3.1 GHz,8 GB,256 GB,Intel Iris Graphics 6100,Integrated,macOS 10.14 Mojave,7.25 Pounds,,34 ratings,3.8,$319.00 ,https://www.amazon.com/Apple-Macbook-Mf839ll-Early-2015/dp/B07V5KH7BL/ref=sr_1_433
Apple,5WP72LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,2 GHz,16 GB,1 TB,Intel Iris Plus,Integrated,Mac OS,3.1 pounds,Silver,2 ratings,1,"$1,000.00 ",https://www.amazon.com/Apple-MacBook-Quad-Core-2-0GHz-Renewed/dp/B08ZFBJP4P/ref=sr_1_479
Apple,MLH12LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,3.3 GHz,8 GB,512 GB,Intel Iris Graphics 550,Dedicated,macOS 10.12 Sierra,2.8 pounds,,2 ratings,2.7,$700.00 ,https://www.amazon.com/Apple-MacBook-3-3GHz-MLH12LL-Touch-Bar/dp/B09LLH3BDV/ref=sr_1_478
Apple,MV922LL/A,15 Inches,2560 x 1600 pixels,Intel Core i7,2.6 GHz,32 GB,512 GB,AMD,Dedicated,macOS 11 Big Sur,4.02 pounds,Silver,,,$950.00 ,https://www.amazon.com/Apple-MacBook-2-6GHz-Silver-Renewed/dp/B0BCH7JFVD/ref=sr_1_475
Apple,DDM761_8M256D_R,13.3 Inches,1440 x 900 pixels,Core i5,1.3 GHz,8 GB,256 GB,Intel HD Graphics 5000,Integrated,Mac OS,3 Pounds,,18 ratings,3.7,$320.00 ,https://www.amazon.com/Apple-MacBook-1-3GHz-MD761LL-Refurbished/dp/B078BR9XBS/ref=sr_1_474
Apple,MacBook Air,13.3 Inches,2048x1536,Apple M1,3 GHz,16 GB,256 GB,Apple,Integrated,Mac OS,2.8 pounds,Space Gray,33 ratings,4.4,"$1,149.00 ",https://www.amazon.com/Apple-MacBook-Air-Retina-Display/dp/B09DGRPM53/ref=sr_1_473
Apple,MR962LL/A,15.7 Inches,2560 x 1600 pixels,Core i9 8950HK,2.9 GHz,32 GB,1 TB,AMD Radeon Pro 555X,Integrated,Mac OS X.15 Catalina,4.02 Pounds,Silver,3 ratings,4.7,$941.56 ,https://www.amazon.com/Apple-MacBook-Core-2-90GHz-MR962LLA/dp/B08CTNKXWV/ref=sr_1_472
Apple,MacBook Pro,13.3,2560 x 1600 pixels,Core i5,1.4 GHz,16 GB,128 GB,Intel Iris Plus Graphics 645,Integrated,macOS Big Sur,3.02 Pounds,,,,$554.97 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0C86LBVN8/ref=sr_1_471
Apple,MPTT2LL/A,15 Inches,2560 x 1600 pixels,Core i7,2.9 GHz,16 GB,1 TB,Intel HD Graphics 630 graphics processor,Integrated,MacOS,4.02 Pounds,,38 ratings,3.8,$900.00 ,https://www.amazon.com/Apple-MacBook-2-9GHz-MPTT2LL-Renewed/dp/B09M1RQKG1/ref=sr_1_470
Apple,MPXQ2LL/A,13.3 Inches,,Intel Core i7,2.5 GHz,16 GB,1 TB,Intel Iris Plus Graphics 640,Integrated,Mac OS,2.8 pounds,Space Grey,,,$714.04 ,https://www.amazon.com/Apple-MacBook-MPXQ2LL-Mid-2017-13-3-inch/dp/B08WPK1979/ref=sr_1_469
Apple,MPXV2LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,3.5 GHz,16 GB,512 GB,Intel Iris Plus Graphics 650,Integrated,macOS 10.13 High Sierra,3.02 Pounds,,8 ratings,3.7,$719.97 ,https://www.amazon.com/Apple-MacBook-13-3-MPXV2LL-Touch/dp/B08QD13MYG/ref=sr_1_468
Apple,MacBook Air,13.3 Inches,1366 x 768 pixels,Unknown,1.7 GHz,4 GB,128 GB,Intel HD Graphics 3000,Integrated,Chrome OS,2.96 Pounds,,,,$224.38 ,https://www.amazon.com/Apple-MacBook-Air-MC965LL-Refurbished/dp/B07JLR9S36/ref=sr_1_467
Apple,MV962LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i5,2.4 Hz,16 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,3.02 Pounds,,10 ratings,4.7,$572.79 ,https://www.amazon.com/Apple-MacBook-2-4GHz-Silver-Renewed/dp/B09VM5Z1LJ/ref=sr_1_466
Apple,MPTU2LL/A,15.4 Inches,2560 x 1600 pixels,Intel Core i7,,16 GB,512 GB,Radeon Pro 555 and Intel HD Graphics 630,Dedicated,macOS 11 Big Sur,1.83 Kilograms,,3 ratings,2.7,$596.14 ,https://www.amazon.com/Mid-2017-Apple-MacBook-Quad-Core-15-inch/dp/B09HZ5XHR1/ref=sr_1_465
Apple,CR_5R9V2LL/A,13.3 Inches,2560 x 1600 pixels,,2.3 GHz,8 GB,512 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,3.02 pounds,Silver,7 ratings,4,$555.05 ,https://www.amazon.com/Apple-i5-8259U-Quad-Core-802-11ac-Bluetooth/dp/B07PYZWNW3/ref=sr_1_463
Apple,5PTU2LL/A,15.4 Inches,2560 x 1600 pixels,Core i7,2.8 GHz,16 GB,256 GB,Intel HD Graphics 630,Integrated,Mac OS,4 Pounds,Silver,14 ratings,3.6,$681.10 ,https://www.amazon.com/Apple-i7-7700HQ-Quad-Core-Bluetooth-Refurbished/dp/B07JZXYWW4/ref=sr_1_461
Apple,MPTT2LL/A,15 Inches,2560 x 1600 pixels,Core i7,2.9 GHz,16 GB,2 TB,Intel HD Graphics 630,Integrated,macOS 10.13 High Sierra,4.02 pounds,Space Gray,,,$899.99 ,https://www.amazon.com/Apple-MacBook-2-9GHz-15-inch-Storage/dp/B0B13Y14DJ/ref=sr_1_460
Apple,MPXU2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,2.3 GHz,8 GB,512 GB,Intel HD Graphics 630,Integrated,macOS 10.15 Catalina,3.02 pounds,Silver,,,$598.00 ,https://www.amazon.com/Apple-MacBook-2-3GHz-13-inch-Renewed/dp/B0BJJB38MW/ref=sr_1_459
Apple,MLL42LL/A,13.3 Inches,2560 x 1600 pixels,Core i7-6660U,2.4 GHz,16 GB,512 GB,Intel Iris Graphics 540,Integrated,macOS 10.15 Catalina,3.02 pounds,Space Gray,,,$549.99 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Renewed/dp/B0BLFP69V9/ref=sr_1_458
Apple,MacBook Pro,13.3 Inches,2560 x 1600 pixels,Core i5,2.9 GHz,8 GB,256 GB,Intel Iris Graphics 550,Dedicated,Mac OS,1.37 Kilograms,Silver,55 ratings,3.8,$639.99 ,https://www.amazon.com/Apple-MacBook-MLH12LL-13-inch-Dual-core/dp/B07V6SM96V/ref=sr_1_503
Apple,MacBook Air Mid 2022,,2560 x 1600 pixels,,3.50 GHz,16 GB,512 GB,Apple,Integrated,Mac OS,5.4 Pounds,,2 ratings,5,"$1,619.00 ",https://www.amazon.com/Apple-MacBook-Air-Mid-2022/dp/B0BGYS372V/ref=sr_1_502
Apple,MGN73LL/A,13.3 Inches,2560 x 1600 pixels,Apple M1,3.2 GHz,16 GB,1 TB,Apple M1 GPU with 8-cores,Integrated,macOS Ventura,2.8 pounds,Gold,,,$949.00 ,https://www.amazon.com/Apple-MacBook-13-3-inch-English-Renewed/dp/B0CN3W8FVY/ref=sr_1_500
Apple,Z0YJ1LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,1.2 GHz,16 GB,256 GB,intel,Integrated,macOS Catalina 10.15.7,2.8 pounds,Space Gray,,,$885.05 ,https://www.amazon.com/Apple-MacBook-Z0YJ1LL-Processor-Upgraded/dp/B08T6NSNQT/ref=sr_1_498
Apple,MWTJ2LL/A,13 Inches,2048x1536,Core i3,1 GHz,8 GB,128 GB,intel,Integrated,Mac OS,2.8 pounds,Space Gray,21 ratings,4.2,$489.97 ,https://www.amazon.com/Apple-MacBook-128GB-Drive-Renewed/dp/B0B4CJ4L8S/ref=sr_1_497
Apple,MPXW2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i5,3.3 GHz,16 GB,512 GB,intel,Integrated,macOS 10.15 Catalina,3.02 pounds,Space Gray,1 rating,4,$900.00 ,https://www.amazon.com/Apple-MacBook-3-3GHz-Intel-Renewed/dp/B0BCL86G9V/ref=sr_1_496
Apple,MR9Q2LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,2.7 GHz,8 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,macOS 10.14 Mojave,3.02 pounds,Space Gray,,,$579.99 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0BF2LK3PY/ref=sr_1_495
Apple,MacBook Pro,15 Inches,2880 x 1800,Core i9,2.9 GHz,16 GB,1 TB,AMD Radeon Pro 555X,Integrated,Mac OS,4.02 pounds,Space Gray,3 ratings,4.6,"$1,150.00 ",https://www.amazon.com/Apple-MacBook-Z0V00002H-2-9GHz-Renewed/dp/B086858RSY/ref=sr_1_494
Apple,MVVK2LL/A,16 Inches,2048 x 1280,Core i9,2.4 GHz,16 GB,512 GB,AMD Radeon Pro 5500M,Integrated,macOS 11 Big Sur,4.3 pounds,Silver,,,$859.97 ,https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CN8NRZDJ/ref=sr_1_492
Apple,MRE82LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,8 GB,1 GB,Intel UHD Graphics 617,Integrated,Mac OS,2.75 pounds,Silver,78 ratings,4.2,$498.99 ,https://www.amazon.com/Apple-MacBook-13-inch-display-dual-core/dp/B07RB74PF8/ref=sr_1_491
Apple,MV912LL/A,15.4 Inches,2560 x 1600 pixels,I9,2.3 GHz,32 GB,512 GB,AMD Radeon Pro 560X,Integrated,macOS 10.15 Catalina,4.3 pounds,,2 ratings,2.5,$847.27 ,https://www.amazon.com/Apple-MacBook-2-3GHz-Silver-Renewed/dp/B0B57PZLSC/ref=sr_1_490
Apple,CR_5PXU2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,2.3 GHz,8 GB,256 GB,Intel Iris Plus Graphics 640,Integrated,Mac OS,3.02 pounds,Silver,4 ratings,4.7,$440.00 ,https://www.amazon.com/Apple-MacBook-Laptop-Silver-Refurbished/dp/B07MJ5N5VC/ref=sr_1_489
Apple,MacBook Pro,13.3 Inches,1280 x 800 pixels,Unknown,2.4 GHz,4 GB,250 GB,NVIDIA GeForce 320M Graphics,Dedicated,Mac OS,4.5 Pounds,,2 ratings,3,$219.99 ,https://www.amazon.com/Apple-MacBook-MC374LL-2-4GHz-Refurbished/dp/B01GTKGY72/ref=sr_1_487
Apple,MGXA2LL/A,15.4 Inches,2560 x 1600 pixels,i7-4770K,2.5 GHz,16 GB,512 GB,Intel,Integrated,Mac OS,4.5 Pounds,Silver,26 ratings,3.4,$499.99 ,https://www.amazon.com/Apple-MacBook-MGXA2LL-i7-4770-Refurbished/dp/B079H3W12F/ref=sr_1_486
Apple,MV902LL/A,15.4 Inches,2560 x 1600 pixels,A1990,2.6 GHz,32 GB,256 GB,Intel UHD Graphics 630,Integrated,macOS 12 Monterey,4.02 pounds,Space Gray,,,$709.97 ,https://www.amazon.com/Apple-MacBook-Intel-256GB-Renewed/dp/B0B9CKPCLX/ref=sr_1_485
Apple,MLY33LL/A,13.6 Inches,2560 x 1600 pixels,M2,3.49 GHz,8 GB,512 GB,apple,Integrated,Mac OS,5.1 Pounds,,,,"$1,549.95 ",https://www.amazon.com/Apple-MacBook-13-inch-Storage-Renewed/dp/B0BSY1VJFQ/ref=sr_1_484
Apple,MR932LL/A,15.4 Inches,2560 x 1600 pixels,I7-8750h,2.2 GHz,32 GB,512 GB,"Intel UHD Graphics 630, AMD Radeon Pro 555X",Integrated,macOS 10.15 Catalina,4.02 pounds,Silver,2 ratings,5,$799.00 ,https://www.amazon.com/Apple-MacBook-2-2GHz-Silver-Renewed/dp/B0BCSVV912/ref=sr_1_483
Apple,MacBook Air,13.3 Inches,1440 x 900 pixels,Core i7,1.7 GHz,8 GB,512 GB,Intel HD Graphics 5000,Integrated,macOS 10.14 Mojave,2.96 Pounds,,4 ratings,2.7,$349.99 ,https://www.amazon.com/Apple-MacBook-i7-4650U-Silver-Refurbished/dp/B01N2ARJNK/ref=sr_1_482
Apple,5WP72LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,2 GHz,16 GB,1 TB,Intel Iris Plus,Integrated,Mac OS,3.1 pounds,Silver,2 ratings,1,"$1,000.00 ",https://www.amazon.com/Apple-MacBook-Quad-Core-2-0GHz-Renewed/dp/B08ZFBJP4P/ref=sr_1_481
Apple,MF840LL/A-BTO,13.3 Inches,2560 x 1600 pixels,Core i5,3.1 GHz,16 GB,256 GB,Intel Iris Graphics 6100,Integrated,Mac OS,3.48 pounds,,9 ratings,4.7,$429.99 ,https://www.amazon.com/Apple-MacBook-Mf839ll-I7-5257u-Renewed/dp/B07V6KZKNN/ref=sr_1_527
Apple,MUHN2LL/A,13.3 Inches,2560 x 1600 pixels,i5-8257U,1.4 GHz,8 GB,512 GB,Intel Iris Plus Graphics 645,Integrated,macOS 10.14 Mojave,1.37 Kilograms,Silver,,,$675.02 ,https://www.amazon.com/Apple-MacBook-13-inch-English-Renewed/dp/B0BYQ9194B/ref=sr_1_526
Apple,MVH52LL/A,13 Inches,2560 x 1600 pixels,Core i7,1.2 GHz,16 GB,1 TB,Intel Iris Plus,Integrated,macOS 10.15 Catalina,2.8 pounds,Gold,,,$694.97 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0CND5GW6M/ref=sr_1_525
Apple,MPTT2LL/A,13 Inches,2560 x 1600 pixels,Intel Core i7,3.1 GHz,16 GB,512 GB,AMD Radeon Pro 560,Integrated,macOS 11,1.83 Kilograms,,2 ratings,5,$642.00 ,https://www.amazon.com/Apple-MacBook-Touch-3-1GHz-Renewed/dp/B09HZNNNMM/ref=sr_1_523
Apple,MR9Q2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,2.7 GHz,8 GB,1 TB,Intel,Integrated,macOS 11 Big Sur,3.02 pounds,,4 ratings,4.4,$659.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Renewed/dp/B0BJ4J9KZJ/ref=sr_1_522
Apple,MNYK2LL/A,12 Inches,2560 x 1440 pixels,core_m,1.2 GHz,8 GB,8 GB,Proprietary,Integrated,High Sierra,32.4 Ounces,Gold,7 ratings,4.7,,https://www.amazon.com/Apple-MacBook-Retina-Newest-Version/dp/B07HK4G3BL/ref=sr_1_521
Apple,MWP72LL/A,13 Inches,2560 x 1600 pixels,Intel Core i7-1068NG7,2.3 GHz,16 GB,512 GB,Intel Iris Plus,Integrated,macOS 10.15 Catalina,1.4 Kilograms,Silver,,,$784.96 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0CCZVFSXV/ref=sr_1_518
Apple,MV902LL/A,15 Inches,2880 x 1800 pixels,Core i7-9750H,2.4 GHz,32 GB,512 GB,Intel UHD Graphics 630 graphics processor,Dedicated,Mac OS,1.83 Kilograms,,2 ratings,2.5,$859.98 ,https://www.amazon.com/Apple-MacBook-Touch-2-6GHz-Renewed/dp/B09HYWNJKM/ref=sr_1_517
Apple,MWP72LL/A,13 Inches,2560 x 1600 pixels,Intel Core i5,2 GHz,16 GB,512 GB,Intel Iris Plus graphics processor,Integrated,Mac OS,6.5 Pounds,,,,$842.99 ,https://www.amazon.com/Apple-MacBook-2-0GHz-MWP72LL-Renewed/dp/B09M1VRXT4/ref=sr_1_516
Apple,Z1AF0019Z,16 Inches,3456 x 2234,Apple M3 Pro,65 GHz,36 GB,2 TB,Apple M3 Pro 12C CPU - 18C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$3,499.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-16/dp/B0CPN5KWWJ/ref=sr_1_515
Apple,MNYL2LL/A,12 Inches,2560 x 1600 pixels,Intel Core i5,1.3 GHz,16 GB,512 GB,intel,Integrated,macOS 10.15 Catalina,2.03 Pounds,Gold,,,$549.00 ,https://www.amazon.com/Apple-MacBook-1-3GHz-Intel-Renewed/dp/B0BCL3YXXR/ref=sr_1_514
Apple,CR_5PXT2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,2.3 GHz,8 GB,256 GB,Intel Iris Plus Graphics 640,Integrated,Mac OS,3.02 pounds,Space Gray,15 ratings,4.2,$483.15 ,https://www.amazon.com/Apple-MacBook-Laptop-Space-Refurbished/dp/B07MJ5N5S3/ref=sr_1_513
Apple,MV962LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i5,2.4 GHz,16 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,3.02 pounds,,1 rating,5,$700.00 ,https://www.amazon.com/Apple-MacBook-2-4GHz-Intel-Renewed/dp/B09VMGTVSD/ref=sr_1_512
Apple,MWTJ2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.1 GHz,16 GB,512 GB,Intel Iris Plus,Integrated,Mac OS,2.8 pounds,Space Gray,7 ratings,4.7,$590.99 ,https://www.amazon.com/Apple-MacBook-13-3in-MWTJ2LL-Early/dp/B08VW6PTNC/ref=sr_1_511
Apple,MNYH2E/A,12 Inches,2560 x 1440 pixels,,1.2 GHz,8 GB,256 GB,Intel HD Graphics 515,Integrated,Mac OS,2000 Grams,Silver,,,$884.95 ,https://www.amazon.com/Apple-MacBook-MNYH2E-Display-Keyboard/dp/B073JP7ZZ7/ref=sr_1_509
Apple,MVVK2LL/A,16 Inches,2560 x 1600 pixels,Core i9,2.4 GHz,32 GB,512 GB,AMD Radeon Pro 5500M,Integrated,macOS 11 Big Sur,4.3 Pounds,Space Gray,,,$858.26 ,https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CN871VWH/ref=sr_1_508
Apple,MR942LL/A,15.4 Inches,2560 x 1600 pixels,I7-8850H,2.6,8 GB,2 TB,Intel UHD Graphics 630,Integrated,macOS 10.13 High Sierra,4.02 pounds,Silver,,,$716.51 ,https://www.amazon.com/Apple-MacBook-15-inch-Storage-English/dp/B0CBT5CWK6/ref=sr_1_507
Apple,MR9R2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,2.7 GHz,16 GB,512 GB,intel,Integrated,macOS 11 Big Sur,3.02 pounds,Space Gray,,,$850.00 ,https://www.amazon.com/Apple-MacBook-2-7GHz-Intel-Renewed/dp/B0BCL4RC3X/ref=sr_1_506
Apple,Z15T0005G,13.6,2560 x 1600 pixels,Apple M2,3.4,16 GB,512 GB,apple,Integrated,macOS 12 Monterey,2.7 pounds,,,,"$1,599.96 ",https://www.amazon.com/Apple-2022-MacBook-512GB-Storage/dp/B0BSJPFT4V/ref=sr_1_505
Apple,MLUQ2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,2 GHz,8 GB,512 GB,intel,Integrated,macOS 10.15 Catalina,3.02 pounds,Silver,,,$650.00 ,https://www.amazon.com/Apple-MacBook-2-0GHz-13-inch-Renewed/dp/B0BJX9GVLH/ref=sr_1_551
Apple,MVVL2LL/A,16 Inches,3840 x 2160 pixels,Intel Core i9,2.4 GHz,16 GB,1 TB,Intel UHD Graphics 630,Dedicated,Os Catalina,4.3 pounds,Silver,1 rating,5,$930.97 ,https://www.amazon.com/Apple-MacBook-2-4GHz-Silver-Renewed/dp/B0B6WTNZ4X/ref=sr_1_550
Apple,MUHN2LL/A,13.3 Inches,2560 x 1600 pixels,i5,2.4 GHz,16 GB,512 GB,Intel Iris Plus Graphics 655,Integrated,macOS 10.14 Mojave,3.02 pounds,Silver,24 ratings,4.1,$599.14 ,https://www.amazon.com/Apple-MacBook-13-inch-512GB-Storage/dp/B08286R8VR/ref=sr_1_549
Apple,MUHQ2LL/A,13 Inches,2560 x 1600 pixels,Intel Core i5,1.4 GHz,16 GB,256 GB,Intel Iris Plus Graphics 645 graphics processor,Integrated,MacOS,3.02 pounds,,3 ratings,5,$569.97 ,https://www.amazon.com/Apple-MacBook-MUHQ2LL-Silver-Renewed/dp/B09M1YYK5F/ref=sr_1_548
Apple,MacBook Pro,13.3 Inches,2560 x 1600 pixels,Apple M1 Chip,3.2 GHz,16 GB,256GB ,Apple,Integrated,Mac OS,6.25 Pounds,,4 ratings,5,$999.00 ,https://www.amazon.com/Apple-MacBook-256GB-Silver-Renewed/dp/B09TRZL5TS/ref=sr_1_547
Apple,"MacBookAir9,1",13.3 Inches,2560 x 1600 pixels,Intel Core i7,1.2 GHz,16 GB,2 TB,Intel Iris Plus,Integrated,macOS 10.15 Catalina,2.7 pounds,,,,"$1,000.00 ",https://www.amazon.com/Apple-MacBook-1-2GHz-13-inch-Storage/dp/B09LJ28LS1/ref=sr_1_545
Apple,Mptr2ll/a,15.4 Inches,2560 x 1600 pixels,Core i7,2.8 GHz,16 GB,1 TB,Intel HD Graphics 630,Integrated,Mac OS,4.02 pounds,Space Gray,11 ratings,3.7,$749.99 ,https://www.amazon.com/Apple-MacBook-15-4-Touch-MPTR2LL/dp/B08XGTPCKT/ref=sr_1_544
Apple,MVH22LL/A,13 Inches,2560 x 1600 pixels,I7,1.2 GHz,16 GB,1 TB,Intel Iris Plus,Integrated,Os Catalina,2.8 pounds,Space Gray,,,$694.97 ,https://www.amazon.com/Apple-MacBook-Intel-Storage-Renewed/dp/B0CN869M6R/ref=sr_1_543
Apple,MVFH2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,16 GB,512 GB,Intel UHD Graphics 617,Integrated,macOS 10.14 Mojave,1.25 Kilograms,Silver,1 rating,2,$581.43 ,https://www.amazon.com/Apple-MacBook-MVFH2LL-2019-13-3in/dp/B08BHXR2HT/ref=sr_1_542
Apple,MacBook Pro 13-inch,13 Inches,2560 x 1600 pixels,Apple Ci5,2.4 GHz,8 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,2.5 Pounds,Space Gray,,,$546.22 ,https://www.amazon.com/Apple-MacBook-Touch-2-4GHz-Renewed/dp/B09JF3Y9KJ/ref=sr_1_541
Apple,MPXV2LL/A,13,2560 x 1600 pixels,MPXV2LL/A,3.5 GHz,8 GB,256 GB,intel,Integrated,macOS 10.15 Catalina,3.02 pounds,,,,$700.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Renewed/dp/B0BDBFYV7H/ref=sr_1_538
Apple,MacBook Pro,13 Inches,2560 x 1600 pixels,Core i7,4.1 GHz,32 GB,512 GB,Intel Iris,Integrated,Mac OS,3 Pounds,,,,"$1,000.00 ",https://www.amazon.com/Apple-MacBook-10th-Generation-Quad-Core-Renewed/dp/B0B1JQTF5K/ref=sr_1_536
Apple,MJVE2LL/A,13 Inches,1280 x 800 pixels,Core i5-5250U,1.6 GHz,8 GB,0.51 GB,Intel HD Graphics 6000,Integrated,Mac OS,3 Pounds,,1 rating,5,$265.97 ,https://www.amazon.com/Apple-MacBook-Mjvg2ll-2015Silver-Renewed/dp/B07QSBHWBK/ref=sr_1_535
Apple,MQKU3LLA,15 Inches,2560 x 1600 pixels,M2,3.4 GHz,8 GB,256 GB,Apple M2 10-core GPU,Integrated,Mac OS,6.4 Pounds,Starlight,,,"$1,394.95 ",https://www.amazon.com/Apple-MacBook-15-inch-Storage-Starlight/dp/B0CN2DBKS7/ref=sr_1_533
Apple,MWP42LL/A,13 Inches,2560 x 1600 pixels,Intel Core i5,2 GHz,16 GB,512 GB,Intel Iris Plus graphics processor,Integrated,Mac OS,3.1 Pounds,,4 ratings,3.8,$750.00 ,https://www.amazon.com/Apple-MacBook-2-0GHz-MWP42LL-Renewed/dp/B09M1Q99LY/ref=sr_1_532
Apple,Mvvl2ll/a,16 Inches,3840 x 2160 pixels,Core i7,2.6 GHz,16 GB,1 TB,Intel UHD Graphics 630,Integrated,Mac OS,4.3 pounds,Space Gray,7 ratings,4.3,"$1,200.00 ",https://www.amazon.com/Apple-MacBook-touchbar-16-inch-Storage/dp/B0B4X6JKBQ/ref=sr_1_575
Apple,Z15S000D2,13.6 Inches,2560 x 1600 pixels,MacBook Air,3.8 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Mac OS,5.1 Pounds,,,,"$1,449.00 ",https://www.amazon.com/Apple-MacBook-Liquid-Display-Adapter/dp/B0BVQ19VTL/ref=sr_1_574
Apple,MacBook Pro Mid 2022,,2560 x 1600 pixels,M2 Chip,3.4 GHz,24 GB,512 GB,Apple,Integrated,Mac OS,6.1 Pounds,,1 rating,5,"$1,899.00 ",https://www.amazon.com/Apple-MacBook-Pro-Mid-2022/dp/B0BH9CPS43/ref=sr_1_573
Apple,MacBook,12 Inches,2560 x 1440 pixels,core_m,1.2 GHz,8 GB,512 GB,Intel HD Graphics 515,Integrated,Mac OS,3.3 Pounds,Silver,,,$512.00 ,https://www.amazon.com/Apple-MacBook-Spanish-Keyboard-Renewed/dp/B09SBP3NGL/ref=sr_1_572
Apple,MLL42LL/A,13.3,2560 x 1600 pixels,Core i5,2,8 GB,512 GB,intel,Integrated,macOS 10.15 Catalina,3.02 pounds,,3 ratings,4.7,$482.75 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Renewed/dp/B0BK7L46YB/ref=sr_1_571
Apple,MR932LL/A,15.4 Inches,2560 x 1600 pixels,I7-8750h,2.2 GHz,16 GB,1 TB,AMD Radeon Pro 555X,Integrated,macOS 10.15 Catalina,4.02 pounds,Silver,1 rating,5,$759.99 ,https://www.amazon.com/Apple-MacBook-2-2GHz-English-Renewed/dp/B0BGSYFGWB/ref=sr_1_570
Apple,MVFH2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,16 GB,512 TB,Intel UHD Graphics 617,Integrated,Mac OS,2.8 Pounds,Space Gray,4 ratings,4.1,$776.99 ,https://www.amazon.com/Apple-MacBook-MVFH2LL-2019-13-3in/dp/B08B1XJCDC/ref=sr_1_569
Apple,MVVM2LL/A,16 Inches,2560 x 1600 pixels,Intel Core i9,2.4 GHz,32 GB,2 TB,AMD Radeon Pro 5500M,Dedicated,macOS Big Sur, 4.3 pounds,Silver,,,$999.97 ,https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CNB9GX5P/ref=sr_1_567
Apple,MVVK2LL/A,16 Inches,,Core i9,2.3 GHz,64 GB,1 TB,AMD Radeon Pro 5500M,Integrated,macOS 11 Big Sur,,Space Gray,,,"$1,009.97 ",https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CNC5762P/ref=sr_1_566
Apple,MVVM2LL/A,16 Inches,,Core i9,,16 GB,4 TB,AMD Radeon Pro 5500M,Integrated,macOS Big Sur,,Silver,,,"$1,029.97 ",https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CNNRF1FZ/ref=sr_1_565
Apple,MUHN2LL/A,13,2560 x 1600 pixels,None,,16 GB,512 GB,Intel Iris,Integrated,Mac OS,,,1 rating,4,$559.97 ,https://www.amazon.com/Apple-MacBook-1-7GHz-Intel-Storage/dp/B0B344KPKL/ref=sr_1_564
Apple,MLHA2LL/A,12 Inches,2560 x 1440 pixels,Core i5,,8 GB,512 GB,Intel HD Graphics 515,Integrated,macOS 10.12 Sierra,,Gray,,,$499.99 ,https://www.amazon.com/Early-Apple-MacBook-1-3GHz-12-inch/dp/B09CSGZMLT/ref=sr_1_563
Apple,MR9R2LLA,13.3 Inches,2560 x 1600 pixels,Intel Core i7,,8 GB,512 GB,,Integrated,macOS 11 Big Sur,,Space Gray,1 rating,5,$750.00 ,https://www.amazon.com/Apple-MacBook-2-7GHz-Intel-Renewed/dp/B0BJ7JHB82/ref=sr_1_562
