brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,T460s Ultrabook,14 Inches,1920x1080,apple_ci5,2.4 GHz,8 GB,256 GB,Intel,"Intel HD Graphics 520, Integrated",Windows 10 Pro,2.11 ounces,Black,351 ratings,4.1,$159.00,https://www.amazon.com/Lenovo-Ultrabook-Fingerprint-Certified-Refurbished/dp/B07G2RG7JH/ref=sr_1_41
Lenovo,ThinkPad,14 Inches,1920 x 1080 pixels,celeron,2 GHz,8 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,4 pounds,Black,9 ratings,4.5,$139.00,https://www.amazon.com/Lenovo-ThinkPad-L460-Computer-10-64bit/dp/B0C78J2GMZ/ref=sr_1_37
Lenovo,Lenovo ThinkPad L390 Yoga,13.3 Inches,1920 x 1080 pixels,core_i5,1.6 GHz,16 GB,16 GB,Intel UHD Graphics 620,Integrated,Windows 10,3.3 pounds,Black,3 ratings,3.5,$209.90,https://www.amazon.com/Lenovo-ThinkPad-L390-Yoga-i5-8365U/dp/B0BKHCKFXM/ref=sr_1_35
Lenovo,Lenovo ThinkPad E15 Gen 2,15.6 Inches,1920 x 1080 pixels,ryzen_5_4500u,2.3 GHz,16 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 10 Pro,3.75 pounds,Black,,,$448.06,https://www.amazon.com/Lenovo-ThinkPad-Business-1920x1080-Bluetooth/dp/B0C92G8NQB/ref=sr_1_34
Lenovo,Lenovo Ideapad,15.6 Inches,1366 x 768 pixels,core_i5_family,1.2 GHz,8 GB,256 GB,Intel UHD Graphics,Dedicated,Windows 10 S,4 pounds,Almond,"1,047 ratings",4.5,$381.00,https://www.amazon.com/Lenovo-IdeaPad-Dual-Core-i3-1005G1-Bluetooth/dp/B08F41S84R/ref=sr_1_38
Lenovo,Lenovo ThinkPad,14 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.17 pounds,Black,13 ratings,4.3,$699.00,https://www.amazon.com/Lenovo-ThinkPad-Touchscreen-i7-1165G7-Fingerprint/dp/B0CGFDGL3W/ref=sr_1_36
Lenovo,Lenovo Ideapad,15.6 Inches,1920 x 1080 Pixels,core_i5,2.5 GHz,16 GB,512 GB,,Intel Iris Xe Graphics,Windows 11 Home,3.74 pounds,Blue,2 ratings,5.0,$549.99,https://www.amazon.com/Lenovo-Ideapad-Touchscreen-i5-1155G7-Processor/dp/B0CL92VVN4/ref=sr_1_43
brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,,15.6 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,8 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11,3.87 pounds,Gray,3 ratings,4.3,$554.00,https://www.amazon.com/Lenovo-IdeaPad-5i-Graphics-Fingerprint/dp/B0C3B4XPFM/ref=sr_1_305
Lenovo,"Flex 5i 14""",14 Inches,,Core i5,,8 GB,128 GB,,Integrated,Windows 10 S,,Gray,47 ratings,4.4,$339.00,https://www.amazon.com/Lenovo-Convertible-i3-1115G4-Processor-82HS000GUS/dp/B08L5KHHWL/ref=sr_1_306
Lenovo,2021,15.6 Inches,1600 x 900 pixels,ryzen_5,2.1 GHz,8 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11,4.63 pounds,Abyss Blue,208 ratings,4.6,$489.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-82KV006RUS/dp/B09BGB358R/ref=sr_1_257
Lenovo,Legion 5 Pro,16 Inches,2560 x 1600 pixels,core_i7,4.7 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11,5.34 pounds,32GB RAM | 2TB PCIe SSD,2 ratings,5.0,"$1,389.90",https://www.amazon.com/Lenovo-2560x1600-i7-12700H-NVIDIA-GeForce/dp/B0BMFM33JW/ref=sr_1_304
Lenovo,,11.6 Inches,1366 x 768 pixels,,2.1 GHz,4 GB,32 GB,Intel GMA 3150,Integrated,Chrome OS,4.34 pounds,Black,121 ratings,3.9,$67.00,https://www.amazon.com/Lenovo-Chromebook-Non-Touchscreen-Quad-core-81H00000US/dp/B0BS4F27B7/ref=sr_1_256
Lenovo,Lenovo,11.6 Inches,1366 x 768 pixels,none,2.1 GHz,4 GB,32 GB,GX6250,Integrated,Chrome OS,11.6 ounces,Blizzard White,359 ratings,4.4,$257.00,https://www.amazon.com/Lenovo-Chromebook-Convertible-11-6-Inch-Processor/dp/B07KB88WRS/ref=sr_1_272
Lenovo,Lenovo ThinkPad T14,14 Inches,1920 x 1080 pixels,apple_ci5,4.2 GHz,24 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,5.04 pounds,Black,,,$899.00,https://www.amazon.com/Lenovo-ThinkPad-T14-Fingerprint-Thunderbolt/dp/B0CGX7X8FV/ref=sr_1_224
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080,core_i7,1.9 GHz,8 GB,256 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,3.64 pounds,Black,4 ratings,5.0,$269.99,https://www.amazon.com/Lenovo-ThinkPad-i7-8650U-Windows-20L70025US/dp/B0848KCWQZ/ref=sr_1_192
Lenovo,T470s,14,1920 x 1080 pixels,core_i5_7300u,2.8 GHz,8 GB,256 GB,,Integrated,Windows 10 Pro,4.09 pounds,,3 ratings,5.0,$199.00,https://www.amazon.com/Lenovo-Thinkpad-T470s-Business-i5-7300U/dp/B0CDGLRXHP/ref=sr_1_208
Lenovo,Ideapad,14 Inches,1366 x 768 pixels,pentium,1.1 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11 Home,3.08 pounds,Grey,19 ratings,4.0,$209.00,https://www.amazon.com/Lenovo-Ideapad-1i-Pentium-Processor/dp/B0C1CS5RW8/ref=sr_1_96
Lenovo,IdeaPad,14 Inches,1920 x 1080 pixels,core_i3_family,3 GHz,8 GB,512 GB,Intel UHD Graphics,Integrated,Windows 11 Home,3.3 pounds,Grey,11 ratings,4.0,$321.00,https://www.amazon.com/Lenovo-3i-i3-1115G4-Processor-Platinum/dp/B0BS77HMTX/ref=sr_1_240
Lenovo,21B3,13.3 Inches,1920 x 1080 pixels,core_i3,3.3 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 11 Pro,2.78 pounds,Storm Gray,1 rating,5.0,$424.99,https://www.amazon.com/Lenovo-ThinkPad-i3-1215U-i7-1165G7-Thunderbolt/dp/B0CCK825CH/ref=sr_1_160
Lenovo,,12.5 Inches,,,,8 GB,256 GB,,Integrated,Windows 10 Pro,,,57 ratings,4.2,$132.00,https://www.amazon.com/Lenovo-Laptop-i7-5600U-Windows-Renewed/dp/B07RX8L943/ref=sr_1_95
Lenovo,IdeaPad 3,14 Inches,1920 x 1080,ryzen_5_3500u,2.1 GHz,8 GB,256 GB,AMD Integrated Graphics,Integrated,Windows 10,3.3 pounds,Abyss Blue,"4,581 ratings",4.5,$488.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81W0003QUS/dp/B0862269YP/ref=sr_1_144
Lenovo,Lenovo ThinkPad T490 Business Laptop,14 Inches,1920 x 1080 pixels,apple_ci5,1.6 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,4.69 pounds,,3 ratings,5.0,$305.59,https://www.amazon.com/Lenovo-ThinkPad-T490-1920x1080-Processor/dp/B0CC5G1DQD/ref=sr_1_143
Lenovo,Ideapad 3 14 Laptop,14,,Ryzen 5,,256 GB,,,Integrated,Windows 10 Home,,Abyss Blue,809 ratings,4.4,$497.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-82KT00AMUS/dp/B08YKDYWK5/ref=sr_1_128
Lenovo,Yoga7,16 Inches,1920 x 1200 pixels,ryzen_7,2.7 GHz,16 GB,1 TB,AMD Radeon 680M Integrated,Integrated,Windows 11 Pro,4.5 pounds,Silver,1 rating,5.0,$899.00,https://www.amazon.com/Lenovo-i7-1255U-Graphic-Fingerprint-Win11Pro/dp/B0CJXZY4YR/ref=sr_1_127
lenovo,IdeaPad 3,15.6 Inches,1920x1080,core_i5,2.5 GHz,16 GB,512 GB,Intel Iris Xe Graphics eligible,Integrated,Windows 11,3.63 pounds,Black,4 ratings,4.6,$599.00,https://www.amazon.com/lenovo-Touchscreen-Quad-Core-i5-1155G7-i7-10710U/dp/B0CJR9ZR1J
Lenovo,IdeaPad Gaming 3 15ARH7,16 Inches,1920 x 1200 pixels,amd_ryzen_7,5.1 GHz,16 GB,1 TB,NVIDIA GeForce RTX 4050,Dedicated,Windows 11 Home,5.73 pounds,Grey,1 rating,5.0,$989.00,https://www.amazon.com/Lenovo-Gaming-GeForce-i7-12700H-Keyboard/dp/B0CHTVVM4Z/ref=sr_1_159
Lenovo,Lenovo Chromebook 3,14 Inches,1920 x 1080 pixels,mediatek_helio,2.05 GHz,4 GB,64 GB,,Integrated,Chrome OS,2.86 pounds,4GB RAM | 64GB eMMC+128GB SD Card,6 ratings,4.1,$259.00,https://www.amazon.com/Lenovo-Chromebook-Students-Touchscreen-MediaTek/dp/B0CBJB8K7D
Lenovo,,,,,,,,,,,,,,,$8.99,https://www.amazon.com/Lenovo-ThinkPad-Motherboard-Planner-04X0734/dp/B00TAE79GU
Lenovo,IdeaPad Slim 9i,14 Inches,3840 x 2160 pixels,apple_ci7,2.9 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11,2.6 pounds,Black,8 ratings,5.0,$859.00,https://www.amazon.com/Lenovo-IdeaPad-3840x2160-Touchscreen-Laptop/dp/B09MNW21S6
Lenovo,,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,12 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 11,3.52 pounds,,329 ratings,4.0,$369.00,https://www.amazon.com/Lenovo-IdeaPad-Dual-core-Processor-Anti-Glare/dp/B0BMWDBPCQ
Lenovo,Legion 5 15ARH7H,15.6 Inches,2560 x 1440 pixels,amd_ryzen_7,3.2 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3060,Integrated,Windows 11,5.18 pounds,Storm Grey,633 ratings,4.6,"$1,359.99",https://www.amazon.com/Lenovo-15ARH7H-3-20GHz-GeForce-Bluetooth/dp/B0C2F6GLZR
Lenovo,"Chromebook 3 11""",11.6 Inches,1366 x 768,celeron_n4020,1.1 GHz,4 GB,64 GB,Intel Integrated Graphics,Integrated,Chrome OS,2.42 pounds,Onyx Black,"5,391 ratings",4.3,$246.00,https://www.amazon.com/Lenovo-Chromebook-Processor-Graphics-82BA0003US/dp/B087YW8FQB
Lenovo,Chromebook,11.6 Inches,1366 x 768 pixels,mediatek_mt8173c,2.1 GHz,4 GB,32 GB,PowerVR GX6250,Integrated,Chrome OS,3 pounds,Black,"1,531 ratings",4.0,$84.99,https://www.amazon.com/Lenovo-11-6-300e-Chromebook-Touchscreen/dp/B07RJZMC49/ref=sr_1_176
Lenovo,IdeaPad 1,14 Inches,,AMD A6,,4 GB,64 GB,,Dedicated,Windows 10 S,,Black,281 ratings,3.8,$595.00,https://www.amazon.com/Lenovo-IdeaPad-A6-Platinum-81VS009GUS/dp/B08L5FQTSB
Lenovo,Lenovo Thinkpad,15.6 Inches,1366 x 768 pixels,core_i5,2.5 GHz,8 GB,128 GB,,,Windows 10 Pro,7.33 pounds,,54 ratings,4.3,$200.99,https://www.amazon.com/Lenovo-ThinkPad-T520-Laptop-Notebook/dp/B07L3H2752
Lenovo,Lenovo T470 Laptop,14 Inches,1920 x 1080 pixels,core_i5,2.4 GHz,16 GB,256 GB,Integrated Intel HD Graphics 4600,Integrated,Windows 10 Pro,3.5 pounds,Black,104 ratings,4.3,$167.90,https://www.amazon.com/Lenovo-ThinkPad-T470-i5-6300U-Windows/dp/B09ZLW886F
Lenovo,81YK00CGUS,15.6 Inches,1920 x 1080,intel_core_i7_1165g7,3.6 GHz,16 GB,512 GB,Intel UHD Graphics,,Windows 10,4.44 pounds,Graphite gray,242 ratings,4.3,$579.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i5-1035G1-Touchscreen/dp/B08DJXYMJL
lenovo,IdeaPad,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,8 GB,384 GB,AMD Radeon Graphics,Integrated,Windows 11 S,3.52 pounds,Gray,121 ratings,4.0,$379.99,https://www.amazon.com/IdeaPad-Laptop-Dual-Core-Processor-Bluetooth/dp/B0C2JB4CQ7
Lenovo,Lenovo Ideapad,15.6 Inches,1366 x 768 pixels,core_i3_family,4.1 GHz,8 GB,256 GB,Intel UHD Graphics 620,Integrated,Windows 10 Home,1 pounds,Abyss Blue,327 ratings,4.4,$379.99,https://www.amazon.com/Lenovo-IdeaPad-i3-10110U-15-6-inch-Screen/dp/B08Z3Y66P7
Lenovo,Lenovo Ideapad,14 Inches,1920 x 1080 pixels,core_i5_10210u,1.6 GHz,12 GB,512 GB,Intel UHD Graphics,Integrated,Windows 11,4.74 pounds,Grey,33 ratings,4.6,$490.00,https://www.amazon.com/Lenovo-Ideapad-i5-10210U-Bluetooth-Windows/dp/B09Q8DSGMZ
Lenovo,Lenovo ideapad Flex 5,14 Inches,1920 x 1080 pixels,ryzen_5_5500u,2.1 GHz,16 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 11,4.99 pounds,Graphite Grey,"1,367 ratings",4.4,$609.96,https://www.amazon.com/Lenovo-Processor-Graphics-82HU00JWUS-Graphite/dp/B09BG96KFJ
Lenovo,100e Chromebook,11.6 Inches,1366 x 768 pixels,mediatek_mt8127,2.1 GHz,4 GB,,,Integrated,Chrome OS,2.67 pounds,Black,26 ratings,4.5,$87.54,https://www.amazon.com/Lenovo-Chromebook-81QB000AUS-Computer-Processor/dp/B07Z36FP7L
Lenovo,,15.6 Inches,,Pentium,,8 GB,128 GB,,Integrated,Windows 11 Home,,Grey,348 ratings,4.5,$449.00,https://www.amazon.com/Lenovo-Widescreen-Dual-Core-Processor-Wireless-AC/dp/B07YP1QNZ3/ref=sr_1_126
Lenovo,flex 3 -11,11.6 Inches,,MediaTek MT8125,,4 GB,32 GB,,Integrated,Chrome OS,,Gray,102 ratings,4.4,$184.99,https://www.amazon.com/Lenovo-Chromebook-Touchscreen-Quad-Core-Accessories/dp/B08QRN5TLN/ref=sr_1_124
Lenovo,Lenovo ThinkPad L390 Yoga,13.3 Inches,,Intel Core i5,,16 GB,256 GB,,Integrated,Windows 10 Pro,,Black,92 ratings,3.6,$284.91,https://www.amazon.com/Lenovo-L390-Yoga-Touchscreen-1920x1080/dp/B0CKZ5HYBH/ref=sr_1_123
Lenovo,Lenovo-13,13.3 Inches,1920 x 1080 pixels,,2.2 GHz,8 GB,256 GB,,Integrated,Windows 10 Pro,4.24 pounds,Black,101 ratings,4.1,$143.90,https://www.amazon.com/Lenovo-ThinkPad-1920x1080-Generation-Processor/dp/B0CJRG62GD/ref=sr_1_122
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i3,4.1 GHz,12 GB,256 GB,Intel UHD Graphics,Integrated,Windows 11 S,3.31 pounds,,86 ratings,4.5,$369.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i3-1115G4-Processor/dp/B0CFPRKSBP/ref=sr_1_125
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i3,4.1 GHz,8 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 11 S,4.65 pounds,Platinum Grey,179 ratings,4.6,$369.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i3-1115G4-Processor/dp/B0CDL48X87/ref=sr_1_120
lenovo,Lenovo,14,,Intel Core i3,4.1 apple_ci3,20 GB,1 TB,,Integrated,Windows 11,4.99 pounds,Gray,200 ratings,4.4,$699.99,https://www.amazon.com/lenovo-Ideapad-i3-1115G4-Bluetooth-Accessory/dp/B0CKZ3DVMQ/ref=sr_1_121
Lenovo,LOQ,15.6 Inches,1920 x 1080 pixels,core_i7_family,1.8 GHz,32 GB,1 TB,NVIDIA GeForce RTX 4060,Dedicated,Windows 11 Home,5.5 pounds,Grey,12 ratings,4.3,"$1,287.92",https://www.amazon.com/Lenovo-Gaming-GeForce-i7-13700H-Display/dp/B0BZT7YKQB/ref=sr_1_119
Lenovo,Lenovo IdeaPad Gaming 3,15.6,1920 x 1080 pixels,Ryzen 5,3.3 ryzen_5,8 GB,256 GB,NVIDIA GeForce GTX 1650,Dedicated,Windows 11,6.89 pounds,Shadow Black,"1,119 ratings",4.5,$658.00,https://www.amazon.com/Lenovo-IdeaPad-Display-GeForce-82K200UTUS/dp/B09BDFTX65/ref=sr_1_118
lenovo,IdeaPad 3,15.6 Inches,1920x1080,core_i5,2.5 GHz,16 GB,512 GB,Intel Iris Xe Graphics eligible,Integrated,Windows 11,3.63 pounds,Black,4 ratings,4.6,$599.00,https://www.amazon.com/lenovo-Touchscreen-Quad-Core-i5-1155G7-i7-10710U/dp/B0CJR9ZR1J/ref=sr_1_115
Lenovo,Lenovo Ideapad,15.6 Inches,1366 x 768 pixels,core_i3_family,4.1 GHz,8 GB,256 GB,Intel UHD Graphics 620,Integrated,Windows 10 Home,1 pounds,Abyss Blue,327 ratings,4.4,$379.99,https://www.amazon.com/Lenovo-IdeaPad-i3-10110U-15-6-inch-Screen/dp/B08Z3Y66P7/ref=sr_1_117
Lenovo,Newest Lenovo Slim 3 Chromebook,14 Inches,1920 x 1080 pixels,cortex,2 GHz,4 GB,64 GB,Integrated ARM Mali-G52 2EE MC2 GPU,Integrated,Chrome OS,2.86 pounds,Abyss Blue,5 ratings,3.2,$214.70,https://www.amazon.com/Lenovo-Newest-Slim-Chromebook-MarxsolCables/dp/B0CBJ4FM35/ref=sr_1_141
Lenovo,Lenovo,14 Inches,1920x1080,core_i3_1115g4,4.1 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,2.2 pounds,Gray,60 ratings,4.4,$429.00,https://www.amazon.com/Lenovo-Computer-Business-i3-1115G4-Accessory/dp/B0CKDKY329/ref=sr_1_142
Lenovo,Laptop,15.6 Inches,1920 x 1080 pixels,ryzen_5,3.3 GHz,16 GB,512 GB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Home,7.8 pounds,Black,"2,235 ratings",4.6,$799.99,https://www.amazon.com/Lenovo-IdeaPad-Gaming-GeForce-i7-11700/dp/B0BM4FDGC3/ref=sr_1_140
Lenovo,Lenovo IdeaPad 3i,15.6 Inches,,Core i5,,20 GB,1 TB,,Integrated,Windows 11 S,,Arctic Grey,768 ratings,4.2,$401.00,https://www.amazon.com/Lenovo-3i-Touchscreen-i5-1135G7-Processor/dp/B0CG93ZMDN/ref=sr_1_137
Lenovo,IdeaPad 1,15.6 Inches,1920 x 1080 pixels,pentium,1.1 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,3.42 pounds,Abyss Blue,,,$379.99,https://www.amazon.com/Lenovo-IdeaPad-Graphics-Education-Microsoft/dp/B0C77XGYVX/ref=sr_1_134
Lenovo,Ideapad 3 14 Laptop,14,1920 x 1080,Ryzen 5,2.1 ryzen_5,256 GB,,AMD Radeon 7 Graphics,Integrated,Windows 10 Home,3.1 pounds,Abyss Blue,809 ratings,4.4,$462.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-82KT00AMUS/dp/B08YKDYWK5/ref=sr_1_132
Lenovo,IdeaPad 3,15.6 Inches,1920 x 1080 pixels,apple_ci5,1.3 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11,10.5 ounces,,8 ratings,4.5,$669.00,https://www.amazon.com/Lenovo-Touchscreen-Processor-i7-1195G7-Fingerprint/dp/B0BQJWKBM2/ref=sr_1_138
LENOVO,IdeaPad,15.6 Inches,1366 x 768 pixels,core_i3,3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Home,4.07 pounds,Grey,293 ratings,4.4,$486.70,https://www.amazon.com/Lenovo-Ideapad-Touchscreen-i3-1005G1-Processor/dp/B08F8W2FYQ/ref=sr_1_139
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i3,4.1 GHz,12 GB,256 GB,Intel UHD Graphics,Integrated,Windows 11 S,3.31 pounds,,86 ratings,4.5,$369.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i3-1115G4-Processor/dp/B0CFPRKSBP/ref=sr_1_129
Lenovo,81WF57XSUS,17.3 Inches,1600 x 900,core_i5_1035g1,1 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10,4.84 pounds,Platinum Gray,47 ratings,4.0,$575.00,https://www.amazon.com/Lenovo-Anti-Glare-i5-1035G1-Processor-Bluetooth/dp/B08MV78VT5/ref=sr_1_158
Lenovo,,15.6 Inches,1920 x 1080 pixels,pentium,2 GHz,8 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11 Home,4.85 pounds,Grey,348 ratings,4.5,$369.00,https://www.amazon.com/Lenovo-Widescreen-Dual-Core-Processor-Wireless-AC/dp/B07YP1QNZ3/ref=sr_1_130
Lenovo,Legion 5 15ARH7H,15.6 Inches,2560 x 1440 pixels,amd_ryzen_7,3.2 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3060,Integrated,Windows 11,5.18 pounds,Storm Grey,633 ratings,4.6,"$1,359.99",https://www.amazon.com/Lenovo-15ARH7H-3-20GHz-GeForce-Bluetooth/dp/B0C2F6GLZR/ref=sr_1_113
Lenovo,IdeaPad Slim 9i,14 Inches,3840 x 2160 pixels,apple_ci7,2.9 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11,2.6 pounds,Black,8 ratings,5.0,$854.99,https://www.amazon.com/Lenovo-IdeaPad-3840x2160-Touchscreen-Laptop/dp/B09MNW21S6/ref=sr_1_114
Lenovo,81WE008HUS,15.6 Inches,1024×768,core_i3,1.2 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10,4.4 pounds,Blue,272 ratings,4.5,$370.00,https://www.amazon.com/Lenovo-IdeaPad-i3-1005G1-Windows-4-10-99/dp/B088T671HD/ref=sr_1_153
Lenovo,IdeaPad,17.3 Inches,,Ryzen 5,,12 GB,1 TB,,Integrated,Windows 11 Home,,Gray,8 ratings,4.5,$584.00,https://www.amazon.com/Lenovo-IdeaPad-Computer-Processor-Fingerprint/dp/B0BWGJ8D5K/ref=sr_1_157
Lenovo,Lenovo Thinkpad,13.3 Inches,1920 x 1080,core_i5,1.7 GHz,8 GB,256 GB,Intel,Integrated,Windows 10 Pro,3 pounds,,10 ratings,4.2,$244.99,https://www.amazon.com/Lenovo-20LH000YUS-ThinkPad-X380-8350U/dp/B07MCRN26V/ref=sr_1_154
Lenovo,IdeaPad,15.6 Inches,1366 x 768 pixels,athlon,2.3 GHz,8 GB,256 GB,AMD Radeon Vega 3,Integrated,Windows 11 Home,3.74 pounds,Gray,3 ratings,4.0,$239.00,https://www.amazon.com/Lenovo-Ideapad-Laptop-Windows-Renewed/dp/B0BTV8FXST/ref=sr_1_151
Lenovo,Lenovo Legion 5 pro,16 Inches,2560 x 1600,amd_ryzen_7_5800h,3.2 GHz,16 GB,512 GB,NVIDIA GeForce RTX 3060,Integrated,Windows 11,5.4 pounds,RTX 3060-16GB RAM | 512GB PCIe SSD,68 ratings,4.4,"$1,349.99",https://www.amazon.com/Lenovo-Legion-NVIDIA-G-SYNC-7-5800H/dp/B09JGQXC4H/ref=sr_1_150
Lenovo,Lenovo Laptop,16 Inches,1920 x 1200 pixels,ryzen_5,2.9 GHz,8 GB,512 GB,AMD Radeon 660M,Integrated,Windows 11 Home,4.62 pounds,,255 ratings,4.0,$649.99,https://www.amazon.com/Lenovo-Laptop-Touchscreen-Keyboard-Fingerprint/dp/B0CH37CBDY/ref=sr_1_147
Lenovo,IdeaPad,16 Inches,,Core i5 Family,,8 GB,512 GB,,Dedicated,Windows 11 Home,,Stomy Grey,145 ratings,4.5,$528.00,https://www.amazon.com/Lenovo-5i-Pro-i5-11300H-Keyboard/dp/B09PHYDXCW/ref=sr_1_145
Lenovo,82XM000DUS,15.6 Inches,1920 x 1080 pixels,ryzen_5,4.5 GHz,8 GB,512 GB,AMD Radeon Pro 560,Integrated,Windows 11 Home,4 pounds,,,,$494.97,https://www.amazon.com/Lenovo-IdeaPad-RyzenTM-Processor-82XM000DUS/dp/B0CB9VPN7F/ref=sr_1_149
Lenovo,Lenovo Ideapad,14 Inches,1366 x 768 pixels,pentium_other,1.1 GHz,4 GB,128 GB,Intel UHD Graphics 605,Integrated,Windows 11 S,3.08 pounds,4GB RAM I 128GB Storage,69 ratings,4.4,$219.99,https://www.amazon.com/Lenovo-Ideapad-Ultra-Light-Speakers-Microsoft/dp/B0BRMGRS45/ref=sr_1_156
Lenovo,Lenovo Ideapad,14 Inches,1920 x 1080 pixels,core_i3,3 GHz,20 GB,2 TB,Intel UHD Graphics,lenovo ideapd 3 3i 5 5i i3 i5 laptop notebook student laptop,Windows 11 S,3.31 pounds,Platinum Grey,1 rating,5.0,$433.99,https://www.amazon.com/Lenovo-Ideapad-Essential-i3-1115G4-i5-1035G4/dp/B0CDVXTFKT/ref=sr_1_93
Lenovo,15ITL6,15.6 Inches,1920 x 1080 pixels,core_i5_family,2.4 GHz,20 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.74 pounds,Gray,10 ratings,4.9,$638.00,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Processor/dp/B0C7XWSMKT/ref=sr_1_91
Lenovo,Lenovo,14 Inches,1920 x 1080 pixels,core_i5,4.4 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Windows 11,3.15 pounds,Blue,5 ratings,4.0,$619.99,https://www.amazon.com/Lenovo-Business-Processor-Fingerprint-Mousepad/dp/B0C7VQ8ZSK/ref=sr_1_148
,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-Thinkpad-1920x1080-Business-Celeron/dp/B0BS69XVFY/ref=sr_1_155
Lenovo,Lenovo IdeaPad 1,14 Inches,1366 x 768 pixels,pentium,1.1 GHz,4 GB,256 GB,Intel UHD Graphics 605,Integrated,Windows 11 S,3.09 pounds,Silver,5 ratings,3.3,$269.00,https://www.amazon.com/Lenovo-IdeaPad-Bussiness-Processor-Microsoft/dp/B0BBFT14TQ/ref=sr_1_87
Lenovo,Thinkpad Yoga 11e,11.6 Inches,1366 x 768 pixels,celeron_n,1.6 GHz,4 GB,128 GB,Intel HD Graphics,Integrated,Windows 10 Home,3.3 pounds,Black,4 ratings,4.4,$94.00,https://www.amazon.com/Lenovo-Thinkpad-Yoga-Celeron-Windows/dp/B08F65NCNM/ref=sr_1_88
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11,4.53 pounds,Gray,14 ratings,4.1,$743.82,https://www.amazon.com/Lenovo-IdeaPad-i7-1165G7-Graphics-Fingerprint/dp/B0BMWN4D48/ref=sr_1_90
Lenovo,81YK00CGUS,15.6 Inches,,Intel Core i7-1165G7,,16 GB,,,,Windows 10,,Graphite gray,242 ratings,4.3,$776.68,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i5-1035G1-Touchscreen/dp/B08DJXYMJL/ref=sr_1_85
